Experiment,Trial,Box,Animal,Group,Component Name,Freeze Cnt,Time Freezing,Pct Total Time Freezing,Pct Component Time Freezing,Avg Motion Index,Min Motion Index,Max Motion Index
AGE 11 - RCFINAL,F,Chamber3,3661,CAA,9,1,1.3,0.22,2.17,192.01,0,1118
AGE 11 - RCFINAL,F,Chamber3,3661,CAA,10,7,9.333,1.56,15.56,96.9,0,1234
AGE 11 - RCFINAL,F,Chamber4,3607,CAA,1,0,0,0,0,526.69,0,1961
AGE 11 - RCFINAL,F,Chamber4,3607,CAA,2,0,0,0,0,483.53,0,1817
AGE 11 - RCFINAL,F,Chamber4,3607,CAA,3,0,0,0,0,465.09,0,2058
AGE 11 - RCFINAL,F,Chamber4,3607,CAA,4,0,0,0,0,531.31,0,2245
AGE 11 - RCFINAL,F,Chamber4,3607,CAA,5,0,0,0,0,600.67,0,2308
AGE 11 - RCFINAL,F,Chamber4,3607,CAA,6,0,0,0,0,487.57,0,2656
AGE 11 - RCFINAL,F,Chamber4,3607,CAA,7,0,0,0,0,361.65,0,1897
AGE 11 - RCFINAL,F,Chamber4,3607,CAA,8,0,0,0,0,480.48,0,1840
AGE 11 - RCFINAL,F,Chamber4,3607,CAA,9,0,0,0,0,410.25,0,2111
AGE 11 - RCFINAL,F,Chamber4,3607,CAA,10,0,0,0,0,434.07,0,1757
AGE 11 - RCFINAL,G,Chamber1, , ,1,1,60,10,100,0,0,0
AGE 11 - RCFINAL,G,Chamber1, , ,2,1,60,10,100,0,0,0
AGE 11 - RCFINAL,G,Chamber1, , ,3,1,60,10,100,0,0,0
AGE 11 - RCFINAL,G,Chamber1, , ,4,1,60,10,100,0,0,0
AGE 11 - RCFINAL,G,Chamber1, , ,5,1,60,10,100,0,0,0
AGE 11 - RCFINAL,G,Chamber1, , ,6,1,60,10,100,0,0,0
AGE 11 - RCFINAL,G,Chamber1, , ,7,1,60,10,100,0,0,0
AGE 11 - RCFINAL,G,Chamber1, , ,8,1,60,10,100,0,0,0
AGE 11 - RCFINAL,G,Chamber1, , ,9,1,60,10,100,0,0,0
AGE 11 - RCFINAL,G,Chamber1, , ,10,1,60,10,100,0,0,0
AGE 11 - RCFINAL,G,Chamber2,3663,CAB,1,0,0,0,0,724.99,3,1958
AGE 11 - RCFINAL,G,Chamber2,3663,CAB,2,0,0,0,0,655.19,0,2425
AGE 11 - RCFINAL,G,Chamber2,3663,CAB,3,0,0,0,0,924.15,0,3218
AGE 11 - RCFINAL,G,Chamber2,3663,CAB,4,0,0,0,0,749.92,3,3254
AGE 11 - RCFINAL,G,Chamber2,3663,CAB,5,0,0,0,0,760.16,0,3410
AGE 11 - RCFINAL,G,Chamber2,3663,CAB,6,0,0,0,0,873.43,0,3430
AGE 11 - RCFINAL,G,Chamber2,3663,CAB,7,0,0,0,0,1003.91,1,3523
AGE 11 - RCFINAL,G,Chamber2,3663,CAB,8,1,1.167,0.19,1.94,679.51,0,3443
AGE 11 - RCFINAL,G,Chamber2,3663,CAB,9,0,0,0,0,648.16,0,2428
AGE 11 - RCFINAL,G,Chamber2,3663,CAB,10,0,0,0,0,749.96,0,3260
AGE 11 - RCFINAL,G,Chamber3,3664,CAB,1,4,4.533,0.76,7.56,123.64,0,721
AGE 11 - RCFINAL,G,Chamber3,3664,CAB,2,3,3.933,0.66,6.56,140.14,0,1028
AGE 11 - RCFINAL,G,Chamber3,3664,CAB,3,0,0,0,0,124.06,0,796
AGE 11 - RCFINAL,G,Chamber3,3664,CAB,4,1,1,0.17,1.67,125.68,0,860
AGE 11 - RCFINAL,G,Chamber3,3664,CAB,5,2,2.3,0.38,3.83,190.97,0,1404
AGE 11 - RCFINAL,G,Chamber3,3664,CAB,6,3,3.3,0.55,5.5,142.83,0,855
AGE 11 - RCFINAL,G,Chamber3,3664,CAB,7,1,1.067,0.18,1.78,148.81,0,818
AGE 11 - RCFINAL,G,Chamber3,3664,CAB,8,4,5.033,0.84,8.39,134.19,0,913
AGE 11 - RCFINAL,G,Chamber3,3664,CAB,9,3,4.067,0.68,6.78,107.9,0,670
AGE 11 - RCFINAL,G,Chamber3,3664,CAB,10,8,10.967,1.83,18.28,91.27,0,869
AGE 11 - RCFINAL,G,Chamber4,3608,CAB,1,0,0,0,0,310.67,0,1378
AGE 11 - RCFINAL,G,Chamber4,3608,CAB,2,0,0,0,0,323.62,0,1719
AGE 11 - RCFINAL,G,Chamber4,3608,CAB,3,0,0,0,0,360.13,0,2033
AGE 11 - RCFINAL,G,Chamber4,3608,CAB,4,0,0,0,0,401.14,0,2264
AGE 11 - RCFINAL,G,Chamber4,3608,CAB,5,1,1.167,0.19,1.94,357.32,0,1981
AGE 11 - RCFINAL,G,Chamber4,3608,CAB,6,2,2.867,0.48,4.78,352.26,0,2470
AGE 11 - RCFINAL,G,Chamber4,3608,CAB,7,0,0,0,0,432.58,0,2097
AGE 11 - RCFINAL,G,Chamber4,3608,CAB,8,0,0,0,0,355.01,0,1539
AGE 11 - RCFINAL,G,Chamber4,3608,CAB,9,0,0,0,0,560.87,0,2880
AGE 11 - RCFINAL,G,Chamber4,3608,CAB,10,0,0,0,0,564.23,0,2772
AGE 15 - RC,A,Chamber1,1536,SAA,1,4,30.033,10.01,50.06,143.07,0,7127
AGE 15 - RC,A,Chamber1,1536,SAA,2,5,41.8,13.93,69.67,65.36,0,1021
AGE 15 - RC,A,Chamber1,1536,SAA,3,6,30.167,10.06,50.28,105.89,0,6548
AGE 15 - RC,A,Chamber1,1536,SAA,4,2,51.067,17.02,85.11,49.58,0,1682
AGE 15 - RC,A,Chamber1,1536,SAA,5,3,46.667,15.56,77.78,50.07,0,1275
AGE 15 - RC,A,Chamber1,1536,SAA,6,0,0,0,0,-1.#J,2147483647,0
AGE 15 - RC,A,Chamber1,1536,SAA,7,0,0,0,0,-1.#J,2147483647,0
AGE 15 - RC,A,Chamber1,1536,SAA,8,0,0,0,0,-1.#J,2147483647,0
AGE 15 - RC,A,Chamber1,1536,SAA,9,0,0,0,0,-1.#J,2147483647,0
AGE 15 - RC,A,Chamber1,1536,SAA,10,0,0,0,0,-1.#J,2147483647,0
AGE 15 - RC,A,Chamber2,1537,SAA,1,8,40.167,13.39,66.94,28.38,0,677
AGE 15 - RC,A,Chamber2,1537,SAA,2,5,21.6,7.2,36,177.11,0,2578
AGE 15 - RC,A,Chamber2,1537,SAA,3,9,31.933,10.64,53.22,38.3,0,1403
AGE 15 - RC,A,Chamber2,1537,SAA,4,2,37.5,12.5,62.5,31.73,0,1108
AGE 15 - RC,A,Chamber2,1537,SAA,5,5,47.867,15.96,79.78,13.01,0,733
AGE 15 - RC,A,Chamber2,1537,SAA,6,0,0,0,0,-1.#J,2147483647,0
AGE 15 - RC,A,Chamber2,1537,SAA,7,0,0,0,0,-1.#J,2147483647,0
AGE 15 - RC,A,Chamber2,1537,SAA,8,0,0,0,0,-1.#J,2147483647,0
AGE 15 - RC,A,Chamber2,1537,SAA,9,0,0,0,0,-1.#J,2147483647,0
AGE 15 - RC,A,Chamber2,1537,SAA,10,0,0,0,0,-1.#J,2147483647,0
AGE 15 - RC,A,Chamber3,1543,CAA,1,0,0,0,0,162.02,0,992
AGE 15 - RC,A,Chamber3,1543,CAA,2,4,4.5,1.5,7.5,145.85,0,1191
AGE 15 - RC,A,Chamber3,1543,CAA,3,2,2.233,0.74,3.72,112.5,0,705
AGE 15 - RC,A,Chamber3,1543,CAA,4,0,0,0,0,91.32,0,1111
AGE 15 - RC,A,Chamber3,1543,CAA,5,1,1.067,0.36,1.78,238.46,0,1419
AGE 15 - RC,A,Chamber3,1543,CAA,6,0,0,0,0,-1.#J,2147483647,0
AGE 15 - RC,A,Chamber3,1543,CAA,7,0,0,0,0,-1.#J,2147483647,0
AGE 15 - RC,A,Chamber3,1543,CAA,8,0,0,0,0,-1.#J,2147483647,0
AGE 15 - RC,A,Chamber3,1543,CAA,9,0,0,0,0,-1.#J,2147483647,0
AGE 15 - RC,A,Chamber3,1543,CAA,10,0,0,0,0,-1.#J,2147483647,0
AGE 15 - RC,A,Chamber4,1546,CAA,1,0,0,0,0,836.18,13,2985
AGE 15 - RC,A,Chamber4,1546,CAA,2,0,0,0,0,810.59,0,2782
AGE 15 - RC,A,Chamber4,1546,CAA,3,0,0,0,0,669.51,4,2531
AGE 15 - RC,A,Chamber4,1546,CAA,4,0,0,0,0,676.29,12,2604
AGE 15 - RC,A,Chamber4,1546,CAA,5,0,0,0,0,303.13,2,1694
AGE 15 - RC,A,Chamber4,1546,CAA,6,0,0,0,0,-1.#J,2147483647,0
AGE 15 - RC,A,Chamber4,1546,CAA,7,0,0,0,0,-1.#J,2147483647,0
AGE 15 - RC,A,Chamber4,1546,CAA,8,0,0,0,0,-1.#J,2147483647,0
AGE 15 - RC,A,Chamber4,1546,CAA,9,0,0,0,0,-1.#J,2147483647,0
AGE 15 - RC,A,Chamber4,1546,CAA,10,0,0,0,0,-1.#J,2147483647,0
AGE 15 - RC,B,Chamber1,1542,SAA,1,5,7.433,2.48,12.39,75.63,0,1326
AGE 15 - RC,B,Chamber1,1542,SAA,2,9,28.7,9.57,47.83,23.45,0,327
AGE 15 - RC,B,Chamber1,1542,SAA,3,5,18.8,6.27,31.33,174.38,0,5802
AGE 15 - RC,B,Chamber1,1542,SAA,4,3,5.1,1.7,8.5,218.45,0,1476
AGE 15 - RC,B,Chamber1,1542,SAA,5,5,18.867,6.29,31.44,52.68,0,674
AGE 15 - RC,B,Chamber1,1542,SAA,6,0,0,0,0,-1.#J,2147483647,0
AGE 15 - RC,B,Chamber1,1542,SAA,7,0,0,0,0,-1.#J,2147483647,0
AGE 15 - RC,B,Chamber1,1542,SAA,8,0,0,0,0,-1.#J,2147483647,0
AGE 15 - RC,B,Chamber1,1542,SAA,9,0,0,0,0,-1.#J,2147483647,0
AGE 15 - RC,B,Chamber1,1542,SAA,10,0,0,0,0,-1.#J,2147483647,0
AGE 15 - RC,B,Chamber2,1544,SAB,1,3,3.333,1.11,5.56,355.44,0,3293
AGE 15 - RC,B,Chamber2,1544,SAB,2,1,1.1,0.37,1.83,564.59,0,9686
AGE 15 - RC,B,Chamber2,1544,SAB,3,3,4.767,1.59,7.94,320.3,0,8740
AGE 15 - RC,B,Chamber2,1544,SAB,4,3,10.8,3.6,18,276.53,0,2397
AGE 15 - RC,B,Chamber2,1544,SAB,5,3,4.267,1.42,7.11,569.29,0,6172
AGE 15 - RC,B,Chamber2,1544,SAB,6,0,0,0,0,-1.#J,2147483647,0
AGE 15 - RC,B,Chamber2,1544,SAB,7,0,0,0,0,-1.#J,2147483647,0
AGE 15 - RC,B,Chamber2,1544,SAB,8,0,0,0,0,-1.#J,2147483647,0
AGE 15 - RC,B,Chamber2,1544,SAB,9,0,0,0,0,-1.#J,2147483647,0
AGE 15 - RC,B,Chamber2,1544,SAB,10,0,0,0,0,-1.#J,2147483647,0
AGE 15 - RC,B,Chamber3,1548,SAB,1,6,13.733,4.58,22.89,44.91,0,766
AGE 15 - RC,B,Chamber3,1548,SAB,2,16,36.6,12.2,61,153.17,0,30136
AGE 15 - RC,B,Chamber3,1548,SAB,3,9,27.3,9.1,45.5,20.37,0,285
AGE 15 - RC,B,Chamber3,1548,SAB,4,4,11.1,3.7,18.5,96.02,0,2271
AGE 15 - RC,B,Chamber3,1548,SAB,5,4,4.233,1.41,7.06,156.12,0,6518
AGE 15 - RC,B,Chamber3,1548,SAB,6,0,0,0,0,-1.#J,2147483647,0
AGE 15 - RC,B,Chamber3,1548,SAB,7,0,0,0,0,-1.#J,2147483647,0
AGE 15 - RC,B,Chamber3,1548,SAB,8,0,0,0,0,-1.#J,2147483647,0
AGE 15 - RC,B,Chamber3,1548,SAB,9,0,0,0,0,-1.#J,2147483647,0
AGE 15 - RC,B,Chamber3,1548,SAB,10,0,0,0,0,-1.#J,2147483647,0
AGE 15 - RC,B,Chamber4,1553,CAB,1,0,0,0,0,484.2,6,2430
AGE 15 - RC,B,Chamber4,1553,CAB,2,0,0,0,0,398.76,0,3145
AGE 15 - RC,B,Chamber4,1553,CAB,3,0,0,0,0,408.95,0,2544
AGE 15 - RC,B,Chamber4,1553,CAB,4,0,0,0,0,567.6,0,15079
AGE 15 - RC,B,Chamber4,1553,CAB,5,0,0,0,0,455.01,0,2048
AGE 15 - RC,B,Chamber4,1553,CAB,6,0,0,0,0,-1.#J,2147483647,0
AGE 15 - RC,B,Chamber4,1553,CAB,7,0,0,0,0,-1.#J,2147483647,0
AGE 15 - RC,B,Chamber4,1553,CAB,8,0,0,0,0,-1.#J,2147483647,0
AGE 15 - RC,B,Chamber4,1553,CAB,9,0,0,0,0,-1.#J,2147483647,0
AGE 15 - RC,B,Chamber4,1553,CAB,10,0,0,0,0,-1.#J,2147483647,0
AGE 15 - RC,C,Chamber1,1549,SAA,1,4,6.033,1.01,10.06,174.08,0,1414
AGE 15 - RC,C,Chamber1,1549,SAA,2,3,7.533,1.26,12.56,129.37,0,1516
AGE 15 - RC,C,Chamber1,1549,SAA,3,3,4.933,0.82,8.22,284.09,0,2308
AGE 15 - RC,C,Chamber1,1549,SAA,4,0,0,0,0,353.24,0,2096
AGE 15 - RC,C,Chamber1,1549,SAA,5,2,2.067,0.34,3.44,230.11,0,1391
AGE 15 - RC,C,Chamber1,1549,SAA,6,1,3.767,0.63,6.28,289.16,0,1681
AGE 15 - RC,C,Chamber1,1549,SAA,7,5,28.3,4.72,47.17,74.92,0,960
AGE 15 - RC,C,Chamber1,1549,SAA,8,7,32.633,5.44,54.39,38.25,0,600
AGE 15 - RC,C,Chamber1,1549,SAA,9,8,13.8,2.3,23,73.32,0,871
AGE 15 - RC,C,Chamber1,1549,SAA,10,1,1.133,0.19,1.89,295.2,0,2992
AGE 15 - RC,C,Chamber2,1550,SAB,1,2,2.9,0.48,4.83,248.83,0,1752
AGE 15 - RC,C,Chamber2,1550,SAB,2,4,6.567,1.09,10.94,495.55,0,3404
AGE 15 - RC,C,Chamber2,1550,SAB,3,6,7.833,1.31,13.06,421.01,0,3473
AGE 15 - RC,C,Chamber2,1550,SAB,4,0,0,0,0,482.97,0,3129
AGE 15 - RC,C,Chamber2,1550,SAB,5,1,1.1,0.18,1.83,431.54,0,3750
AGE 15 - RC,C,Chamber2,1550,SAB,6,3,5.4,0.9,9,239.24,0,2872
AGE 15 - RC,C,Chamber2,1550,SAB,7,2,4.6,0.77,7.67,260.78,0,2340
AGE 15 - RC,C,Chamber2,1550,SAB,8,4,5.2,0.87,8.67,169.16,0,1400
AGE 15 - RC,C,Chamber2,1550,SAB,9,4,4.833,0.81,8.06,151.62,0,1565
AGE 15 - RC,C,Chamber2,1550,SAB,10,1,1.267,0.21,2.11,248.1,0,1418
AGE 15 - RC,C,Chamber3,1551,SAB,1,6,14.5,2.42,24.17,101.13,0,1526
AGE 15 - RC,C,Chamber3,1551,SAB,2,0,0,0,0,302.34,0,2107
AGE 15 - RC,C,Chamber3,1551,SAB,3,2,3.7,0.62,6.17,207.4,0,2779
AGE 15 - RC,C,Chamber3,1551,SAB,4,1,1.633,0.27,2.72,170.86,0,3316
AGE 15 - RC,C,Chamber3,1551,SAB,5,2,3,0.5,5,140.62,0,1231
AGE 15 - RC,C,Chamber3,1551,SAB,6,8,13.367,2.23,22.28,73.36,0,702
AGE 15 - RC,C,Chamber3,1551,SAB,7,5,11.233,1.87,18.72,97.03,0,943
AGE 15 - RC,C,Chamber3,1551,SAB,8,3,4.367,0.73,7.28,95.79,0,769
AGE 15 - RC,C,Chamber3,1551,SAB,9,11,25.333,4.22,42.22,68.59,0,1404
AGE 15 - RC,C,Chamber3,1551,SAB,10,1,1.967,0.33,3.28,119.23,0,1262
AGE 15 - RC,C,Chamber4,1552,CAB,1,0,0,0,0,1058.69,30,6225
AGE 15 - RC,C,Chamber4,1552,CAB,2,0,0,0,0,1122.09,23,4793
AGE 15 - RC,C,Chamber4,1552,CAB,3,0,0,0,0,1453.1,0,7369
AGE 15 - RC,C,Chamber4,1552,CAB,4,0,0,0,0,1021.39,1,7199
AGE 15 - RC,C,Chamber4,1552,CAB,5,0,0,0,0,810.1,0,5945
AGE 15 - RC,C,Chamber4,1552,CAB,6,0,0,0,0,1048.13,0,7093
AGE 15 - RC,C,Chamber4,1552,CAB,7,0,0,0,0,512.63,0,4625
AGE 15 - RC,C,Chamber4,1552,CAB,8,0,0,0,0,1011,0,7160
AGE 15 - RC,C,Chamber4,1552,CAB,9,0,0,0,0,781.25,2,4346
AGE 15 - RC,C,Chamber4,1552,CAB,10,0,0,0,0,853.18,0,4740
AGE 15 - RC,D,Chamber1,1554,SAA,1,5,32.267,5.38,53.78,132.65,0,1394
AGE 15 - RC,D,Chamber1,1554,SAA,2,3,13.1,2.18,21.83,230.73,0,2127
AGE 15 - RC,D,Chamber1,1554,SAA,3,6,58.5,9.75,97.5,1.87,0,109
AGE 15 - RC,D,Chamber1,1554,SAA,4,12,47.233,7.87,78.72,25.93,0,1008
AGE 15 - RC,D,Chamber1,1554,SAA,5,6,51,8.5,85,16.77,0,475
AGE 15 - RC,D,Chamber1,1554,SAA,6,8,33.333,5.56,55.56,69.19,0,928
AGE 15 - RC,D,Chamber1,1554,SAA,7,8,49.667,8.28,82.78,12.13,0,311
AGE 15 - RC,D,Chamber1,1554,SAA,8,7,51.1,8.52,85.17,9.83,0,380
AGE 15 - RC,D,Chamber1,1554,SAA,9,5,59.633,9.94,99.39,0.38,0,42
AGE 15 - RC,D,Chamber1,1554,SAA,10,8,46,7.67,76.67,19.09,0,353
AGE 15 - RC,D,Chamber2,1744,SAB,1,0,0,0,0,435.83,0,5828
AGE 15 - RC,D,Chamber2,1744,SAB,2,0,0,0,0,499.48,0,2523
AGE 15 - RC,D,Chamber2,1744,SAB,3,0,0,0,0,543.69,0,2714
AGE 15 - RC,D,Chamber2,1744,SAB,4,0,0,0,0,475.44,0,2212
AGE 15 - RC,D,Chamber2,1744,SAB,5,0,0,0,0,530.38,0,2571
AGE 15 - RC,D,Chamber2,1744,SAB,6,0,0,0,0,618.99,0,5334
AGE 15 - RC,D,Chamber2,1744,SAB,7,0,0,0,0,919.42,0,5660
AGE 15 - RC,D,Chamber2,1744,SAB,8,0,0,0,0,639.3,0,3476
AGE 15 - RC,D,Chamber2,1744,SAB,9,0,0,0,0,666.19,0,3549
AGE 15 - RC,D,Chamber2,1744,SAB,10,0,0,0,0,621.41,0,2898
AGE 15 - RC,D,Chamber3,1743,CAA,1,16,25.233,4.21,42.06,8.84,0,125
AGE 15 - RC,D,Chamber3,1743,CAA,2,6,44.2,7.37,73.67,21.74,0,533
AGE 15 - RC,D,Chamber3,1743,CAA,3,5,6.2,1.03,10.33,65.08,0,640
AGE 15 - RC,D,Chamber3,1743,CAA,4,7,8.867,1.48,14.78,42.4,0,380
AGE 15 - RC,D,Chamber3,1743,CAA,5,8,11.267,1.88,18.78,63.17,0,688
AGE 15 - RC,D,Chamber3,1743,CAA,6,2,3.433,0.57,5.72,98.8,0,730
AGE 15 - RC,D,Chamber3,1743,CAA,7,2,2.167,0.36,3.61,20.83,0,313
AGE 15 - RC,D,Chamber3,1743,CAA,8,1,1.133,0.19,1.89,43.05,0,914
AGE 15 - RC,D,Chamber3,1743,CAA,9,0,0,0,0,95.49,0,619
AGE 15 - RC,D,Chamber3,1743,CAA,10,4,5.067,0.84,8.44,68.29,0,706
AGE 15 - RC,D,Chamber4,1800,CAB,1,0,0,0,0,635.65,14,2714
AGE 15 - RC,D,Chamber4,1800,CAB,2,0,0,0,0,839.23,26,5961
AGE 15 - RC,D,Chamber4,1800,CAB,3,0,0,0,0,678.26,17,4106
AGE 15 - RC,D,Chamber4,1800,CAB,4,0,0,0,0,688.79,0,3305
AGE 15 - RC,D,Chamber4,1800,CAB,5,0,0,0,0,696.96,1,4318
AGE 15 - RC,D,Chamber4,1800,CAB,6,0,0,0,0,672.66,14,3554
AGE 15 - RC,D,Chamber4,1800,CAB,7,0,0,0,0,352.92,3,2237
AGE 15 - RC,D,Chamber4,1800,CAB,8,0,0,0,0,716.65,1,4654
AGE 15 - RC,D,Chamber4,1800,CAB,9,0,0,0,0,622.39,0,3887
AGE 15 - RC,D,Chamber4,1800,CAB,10,0,0,0,0,676.51,0,6096
AGE 15 - RC,E,Chamber1,1655,SAA,1,11,19.167,3.19,31.94,114.4,0,1488
AGE 15 - RC,E,Chamber1,1655,SAA,2,6,25.133,4.19,41.89,45.97,0,734
AGE 15 - RC,E,Chamber1,1655,SAA,3,10,37.1,6.18,61.83,33.19,0,783
AGE 15 - RC,E,Chamber1,1655,SAA,4,8,12.4,2.07,20.67,122.49,0,1519
AGE 15 - RC,E,Chamber1,1655,SAA,5,15,40.667,6.78,67.78,14.3,0,226
AGE 15 - RC,E,Chamber1,1655,SAA,6,10,49.3,8.22,82.17,9.65,0,251
AGE 15 - RC,E,Chamber1,1655,SAA,7,8,57.167,9.53,95.28,1.35,0,145
AGE 15 - RC,E,Chamber1,1655,SAA,8,3,42.7,7.12,71.17,43.08,0,877
AGE 15 - RC,E,Chamber1,1655,SAA,9,10,17.667,2.94,29.44,109.72,0,1660
AGE 15 - RC,E,Chamber1,1655,SAA,10,2,2.733,0.46,4.56,262.51,0,1776
AGE 15 - RC,E,Chamber2,1661,SAB,1,7,12.033,2.01,20.06,170.43,0,1512
AGE 15 - RC,E,Chamber2,1661,SAB,2,8,13.8,2.3,23,249.51,0,1817
AGE 15 - RC,E,Chamber2,1661,SAB,3,10,14.9,2.48,24.83,178.7,0,1624
AGE 15 - RC,E,Chamber2,1661,SAB,4,2,4.867,0.81,8.11,256.3,0,2208
AGE 15 - RC,E,Chamber2,1661,SAB,5,15,29.8,4.97,49.67,74.7,0,1253
AGE 15 - RC,E,Chamber2,1661,SAB,6,13,52.967,8.83,88.28,4.74,0,238
AGE 15 - RC,E,Chamber2,1661,SAB,7,14,46.633,7.77,77.72,21.97,0,1174
AGE 15 - RC,E,Chamber2,1661,SAB,8,6,7.833,1.31,13.06,249.48,0,2494
AGE 15 - RC,E,Chamber2,1661,SAB,9,2,2.733,0.46,4.56,497.73,0,4869
AGE 15 - RC,E,Chamber2,1661,SAB,10,0,0,0,0,739.75,0,5271
AGE 15 - RC,E,Chamber3,1751,CAA,1,2,3.1,0.52,5.17,107.95,0,712
AGE 15 - RC,E,Chamber3,1751,CAA,2,0,0,0,0,112.17,0,977
AGE 15 - RC,E,Chamber3,1751,CAA,3,1,1.233,0.21,2.06,109.54,0,766
AGE 15 - RC,E,Chamber3,1751,CAA,4,3,5.233,0.87,8.72,97.75,0,1149
AGE 15 - RC,E,Chamber3,1751,CAA,5,4,5.3,0.88,8.83,112.02,0,960
AGE 15 - RC,E,Chamber3,1751,CAA,6,1,1.167,0.19,1.94,136.44,0,1052
AGE 15 - RC,E,Chamber3,1751,CAA,7,5,6.567,1.09,10.94,95.73,0,5693
AGE 15 - RC,E,Chamber3,1751,CAA,8,13,25.4,4.23,42.33,53.24,0,767
AGE 15 - RC,E,Chamber3,1751,CAA,9,18,35.533,5.92,59.22,15.67,0,703
AGE 15 - RC,E,Chamber3,1751,CAA,10,13,28.4,4.73,47.33,29.91,0,535
AGE 15 - RC,E,Chamber4,1753,CAB,1,1,1.267,0.21,2.11,211.86,0,2196
AGE 15 - RC,E,Chamber4,1753,CAB,2,5,6.6,1.1,11,143.73,0,2035
AGE 15 - RC,E,Chamber4,1753,CAB,3,7,11.133,1.86,18.56,164.28,0,1601
AGE 15 - RC,E,Chamber4,1753,CAB,4,1,1.033,0.17,1.72,538.8,0,4176
AGE 15 - RC,E,Chamber4,1753,CAB,5,0,0,0,0,729.26,0,3098
AGE 15 - RC,E,Chamber4,1753,CAB,6,1,1.567,0.26,2.61,449.44,0,2115
AGE 15 - RC,E,Chamber4,1753,CAB,7,0,0,0,0,580.61,0,2391
AGE 15 - RC,E,Chamber4,1753,CAB,8,0,0,0,0,533.26,0,2578
AGE 15 - RC,E,Chamber4,1753,CAB,9,0,0,0,0,466.45,0,2222
AGE 15 - RC,E,Chamber4,1753,CAB,10,2,3.033,0.51,5.06,456.94,0,1836
AGE 16 - RC,A,Chamber1,8363,SAA,1,7,43.033,7.17,71.72,14.38,0,252
AGE 16 - RC,A,Chamber1,8363,SAA,2,7,50.4,8.4,84,7.66,0,192
AGE 16 - RC,A,Chamber1,8363,SAA,3,5,44.2,7.37,73.67,12.94,0,308
AGE 16 - RC,A,Chamber1,8363,SAA,4,8,42.5,7.08,70.83,10.3,0,267
AGE 16 - RC,A,Chamber1,8363,SAA,5,7,31.933,5.32,53.22,23.99,0,434
AGE 16 - RC,A,Chamber1,8363,SAA,6,6,19.333,3.22,32.22,83.41,0,780
AGE 16 - RC,A,Chamber1,8363,SAA,7,4,20.3,3.38,33.83,97.09,0,795
AGE 16 - RC,A,Chamber1,8363,SAA,8,6,13.767,2.29,22.94,79.04,0,509
AGE 16 - RC,A,Chamber1,8363,SAA,9,6,10,1.67,16.67,122.85,0,790
AGE 16 - RC,A,Chamber1,8363,SAA,10,5,8.567,1.43,14.28,100.85,0,653
AGE 16 - RC,A,Chamber2,8366,SAB,1,0,0,0,0,327.36,0,1747
AGE 16 - RC,A,Chamber2,8366,SAB,2,0,0,0,0,190.72,0,1367
AGE 16 - RC,A,Chamber2,8366,SAB,3,0,0,0,0,185.79,0,1346
AGE 16 - RC,A,Chamber2,8366,SAB,4,0,0,0,0,242.59,0,1283
AGE 16 - RC,A,Chamber2,8366,SAB,5,2,2.5,0.42,4.17,132.03,0,3282
AGE 16 - RC,A,Chamber2,8366,SAB,6,0,0,0,0,208.83,0,2124
AGE 16 - RC,A,Chamber2,8366,SAB,7,2,2.533,0.42,4.22,210.8,0,1080
AGE 16 - RC,A,Chamber2,8366,SAB,8,0,0,0,0,248.29,0,1397
AGE 16 - RC,A,Chamber2,8366,SAB,9,2,2.633,0.44,4.39,288.23,0,1584
AGE 16 - RC,A,Chamber2,8366,SAB,10,3,5.367,0.89,8.94,211.37,0,1294
AGE 16 - RC,A,Chamber3,8390,CAA,1,4,5.633,0.94,9.39,94.99,0,533
AGE 16 - RC,A,Chamber3,8390,CAA,2,5,7.9,1.32,13.17,90.16,0,737
AGE 16 - RC,A,Chamber3,8390,CAA,3,4,6.167,1.03,10.28,79.06,0,578
AGE 16 - RC,A,Chamber3,8390,CAA,4,5,10.8,1.8,18,101.47,0,627
AGE 16 - RC,A,Chamber3,8390,CAA,5,4,4.9,0.82,8.17,82.41,0,803
AGE 16 - RC,A,Chamber3,8390,CAA,6,6,10.467,1.74,17.44,53.06,0,479
AGE 16 - RC,A,Chamber3,8390,CAA,7,7,10.533,1.76,17.56,66.79,0,639
AGE 16 - RC,A,Chamber3,8390,CAA,8,3,3.867,0.64,6.44,97.61,0,932
AGE 16 - RC,A,Chamber3,8390,CAA,9,3,7.2,1.2,12,51.66,0,519
AGE 16 - RC,A,Chamber3,8390,CAA,10,7,10.5,1.75,17.5,62.31,0,782
AGE 16 - RC,A,Chamber4,8212,CAB,1,0,0,0,0,611.06,11,2322
AGE 16 - RC,A,Chamber4,8212,CAB,2,0,0,0,0,371,0,2271
AGE 16 - RC,A,Chamber4,8212,CAB,3,0,0,0,0,359.28,0,1676
AGE 16 - RC,A,Chamber4,8212,CAB,4,1,1.667,0.28,2.78,168.47,0,1314
AGE 16 - RC,A,Chamber4,8212,CAB,5,6,9.133,1.52,15.22,202.5,0,1480
AGE 16 - RC,A,Chamber4,8212,CAB,6,8,10.733,1.79,17.89,115.46,0,1041
AGE 16 - RC,A,Chamber4,8212,CAB,7,18,26.167,4.36,43.61,124.84,0,1064
AGE 16 - RC,A,Chamber4,8212,CAB,8,18,23.767,3.96,39.61,136.43,0,1191
AGE 16 - RC,A,Chamber4,8212,CAB,9,18,24.467,4.08,40.78,127.55,0,1146
